date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2022-03-27,-38.0,-35.0,-25.0,-48.0,-11.0,4.0
2022-03-28,-42.0,-30.0,-29.0,-62.0,-58.0,17.0
2022-03-29,-41.0,-31.0,-26.0,-59.0,-54.0,16.0
2022-03-30,-41.0,-32.0,-30.0,-58.0,-53.0,15.0
2022-03-31,-39.0,-31.0,-26.0,-58.0,-54.0,15.0
2022-04-01,-39.0,-30.0,-27.0,-56.0,-51.0,14.0
2022-04-02,-34.0,-27.0,-12.0,-42.0,-11.0,3.0
2022-04-03,-34.0,-30.0,-13.0,-44.0,-11.0,3.0
2022-04-04,-40.0,-27.0,-28.0,-59.0,-54.0,15.0
2022-04-05,-38.0,-26.0,-12.0,-55.0,-49.0,13.0
2022-04-06,-39.0,-27.0,-13.0,-55.0,-49.0,13.0
2022-04-07,-34.0,-26.0,-8.0,-52.0,-48.0,13.0
2022-04-08,-34.0,-27.0,-27.0,-51.0,-48.0,13.0
2022-04-09,-27.0,-24.0,-6.0,-34.0,-9.0,3.0
2022-04-10,-26.0,-27.0,-4.0,-37.0,-10.0,3.0
2022-04-11,-38.0,-28.0,-30.0,-59.0,-55.0,16.0
2022-04-12,-36.0,-27.0,-20.0,-54.0,-49.0,14.0
2022-04-13,-37.0,-28.0,-21.0,-53.0,-49.0,13.0
2022-04-14,-44.0,-33.0,-43.0,-58.0,-50.0,16.0
2022-04-15,-38.0,-25.0,-20.0,-55.0,-50.0,14.0
2022-04-16,-33.0,-26.0,-19.0,-44.0,-12.0,5.0
2022-04-17,-38.0,-29.0,1.0,-42.0,-17.0,3.0
2022-04-18,-36.0,-28.0,-24.0,-56.0,-54.0,15.0
2022-04-19,-37.0,-26.0,-14.0,-54.0,-49.0,13.0
2022-04-20,-38.0,-27.0,-16.0,-53.0,-49.0,13.0
2022-04-21,-40.0,-30.0,-26.0,-55.0,-48.0,15.0
2022-04-22,-38.0,-28.0,-26.0,-53.0,-48.0,13.0
2022-04-23,-33.0,-28.0,-5.0,-40.0,-11.0,3.0
2022-04-24,-32.0,-31.0,-11.0,-41.0,-11.0,2.0
2022-04-25,-39.0,-26.0,-23.0,-57.0,-53.0,14.0
2022-04-26,-35.0,-26.0,-19.0,-51.0,-47.0,13.0
2022-04-27,-34.0,-28.0,-25.0,-50.0,-47.0,12.0
2022-04-28,-38.0,-28.0,-27.0,-52.0,-46.0,13.0
2022-04-29,-34.0,-27.0,-24.0,-49.0,-47.0,13.0
2022-04-30,-31.0,-27.0,-15.0,-37.0,-9.0,3.0
2022-05-01,-28.0,-28.0,-2.0,-34.0,-10.0,3.0
2022-05-02,-39.0,-24.0,-29.0,-56.0,-53.0,15.0
2022-05-03,-36.0,-23.0,-14.0,-51.0,-47.0,13.0
2022-05-04,-39.0,-27.0,-23.0,-53.0,-48.0,13.0
2022-05-05,-33.0,-27.0,-24.0,-51.0,-46.0,13.0
2022-05-06,-35.0,-28.0,-32.0,-50.0,-48.0,13.0
2022-05-07,-28.0,-26.0,-13.0,-35.0,-10.0,2.0
2022-05-08,-28.0,-29.0,-17.0,-38.0,-12.0,2.0
2022-05-09,-36.0,-26.0,-27.0,-55.0,-53.0,14.0
2022-05-10,-36.0,-26.0,-20.0,-51.0,-47.0,13.0
2022-05-11,-39.0,-28.0,-26.0,-52.0,-48.0,13.0
2022-05-12,-39.0,-27.0,-25.0,-52.0,-47.0,13.0
2022-05-13,-37.0,-28.0,-24.0,-52.0,-48.0,13.0
2022-05-14,-34.0,-27.0,-5.0,-36.0,-10.0,3.0
2022-05-15,-33.0,-32.0,-11.0,-33.0,-12.0,3.0
2022-05-16,-38.0,-26.0,-24.0,-55.0,-54.0,15.0
2022-05-17,-36.0,-26.0,-14.0,-52.0,-47.0,13.0
2022-05-18,-35.0,-27.0,-16.0,-51.0,-48.0,13.0
2022-05-19,-36.0,-28.0,-19.0,-52.0,-48.0,13.0
2022-05-20,-35.0,-28.0,-23.0,-49.0,-48.0,13.0
2022-05-21,-32.0,-28.0,-8.0,-36.0,-12.0,3.0
2022-05-22,-28.0,-29.0,-4.0,-34.0,-12.0,3.0
2022-05-23,-37.0,-24.0,-21.0,-54.0,-54.0,15.0
2022-05-24,-34.0,-25.0,-11.0,-50.0,-49.0,13.0
2022-05-25,-37.0,-26.0,-24.0,-51.0,-49.0,13.0
2022-05-26,-35.0,-28.0,-26.0,-51.0,-49.0,14.0
2022-05-27,-37.0,-27.0,-28.0,-53.0,-52.0,13.0
2022-05-28,-37.0,-28.0,-17.0,-40.0,-17.0,3.0
2022-05-29,-26.0,-27.0,6.0,-26.0,-16.0,1.0
2022-05-30,-33.0,-29.0,16.0,-67.0,-81.0,16.0
2022-05-31,-39.0,-23.0,-12.0,-53.0,-51.0,14.0
2022-06-01,-38.0,-24.0,-19.0,-52.0,-50.0,13.0
2022-06-02,-38.0,-27.0,-26.0,-52.0,-51.0,15.0
2022-06-03,-41.0,-29.0,-34.0,-53.0,-52.0,15.0
2022-06-04,-36.0,-27.0,-15.0,-37.0,-12.0,4.0
2022-06-05,-33.0,-32.0,-23.0,-37.0,-14.0,4.0
2022-06-06,-35.0,-24.0,-14.0,-54.0,-57.0,15.0
2022-06-07,-31.0,-25.0,-14.0,-50.0,-51.0,14.0
2022-06-08,-33.0,-28.0,-19.0,-49.0,-52.0,14.0
2022-06-09,-34.0,-27.0,-12.0,-49.0,-52.0,13.0
2022-06-10,-33.0,-28.0,-12.0,-47.0,-53.0,13.0
2022-06-11,-31.0,-27.0,-5.0,-31.0,-12.0,2.0
2022-06-12,-26.0,-28.0,-9.0,-30.0,-12.0,3.0
2022-06-13,-32.0,-27.0,-14.0,-51.0,-57.0,15.0
2022-06-14,-34.0,-25.0,-7.0,-49.0,-51.0,13.0
2022-06-15,-35.0,-26.0,-15.0,-48.0,-52.0,14.0
2022-06-16,-34.0,-28.0,-20.0,-48.0,-52.0,13.0
2022-06-17,-39.0,-29.0,-21.0,-50.0,-53.0,14.0
2022-06-18,-33.0,-24.0,-7.0,-34.0,-12.0,2.0
2022-06-19,-28.0,-29.0,3.0,-32.0,-13.0,1.0
2022-06-20,-24.0,-22.0,2.0,-29.0,-68.0,15.0
2022-06-21,-36.0,-24.0,2.0,-49.0,-52.0,13.0
2022-06-22,-38.0,-27.0,-16.0,-50.0,-52.0,14.0
2022-06-23,-37.0,-28.0,-18.0,-49.0,-51.0,14.0
2022-06-24,-36.0,-28.0,-20.0,-45.0,-52.0,14.0
2022-06-25,-29.0,-24.0,6.0,-24.0,-12.0,3.0
2022-06-26,-22.0,-26.0,7.0,21.0,-12.0,3.0
2022-06-27,-37.0,-25.0,-18.0,-54.0,-58.0,16.0
2022-06-28,-35.0,-26.0,-9.0,-50.0,-52.0,14.0
2022-06-29,-37.0,-28.0,-22.0,-51.0,-52.0,14.0
2022-06-30,-39.0,-28.0,-25.0,-52.0,-52.0,14.0
2022-07-01,-38.0,-25.0,-27.0,-51.0,-55.0,14.0
2022-07-02,-36.0,-29.0,-24.0,-42.0,-15.0,4.0
2022-07-03,-27.0,-30.0,-6.0,-35.0,-14.0,2.0
2022-07-04,-39.0,-31.0,37.0,-64.0,-83.0,17.0
2022-07-05,-40.0,-24.0,-11.0,-55.0,-58.0,14.0
2022-07-06,-41.0,-26.0,-18.0,-53.0,-54.0,15.0
2022-07-07,-39.0,-28.0,-18.0,-53.0,-52.0,14.0
2022-07-08,-41.0,-29.0,-25.0,-53.0,-52.0,14.0
2022-07-09,-37.0,-28.0,-14.0,-43.0,-11.0,4.0
2022-07-10,-31.0,-29.0,-4.0,-38.0,-11.0,3.0
2022-07-11,-36.0,-26.0,-19.0,-54.0,-57.0,15.0
2022-07-12,-35.0,-28.0,-11.0,-51.0,-51.0,14.0
2022-07-13,-37.0,-29.0,-15.0,-50.0,-52.0,14.0
2022-07-14,-34.0,-27.0,-15.0,-49.0,-51.0,14.0
2022-07-15,-37.0,-29.0,-21.0,-51.0,-52.0,16.0
2022-07-16,-30.0,-26.0,-3.0,-34.0,-11.0,3.0
2022-07-17,-27.0,-29.0,1.0,-31.0,-11.0,3.0
2022-07-18,-37.0,-27.0,-12.0,-55.0,-57.0,18.0
2022-07-19,-37.0,-28.0,-11.0,-53.0,-52.0,17.0
2022-07-20,-38.0,-29.0,-16.0,-53.0,-51.0,14.0
2022-07-21,-37.0,-30.0,-15.0,-52.0,-50.0,14.0
2022-07-22,-36.0,-28.0,-18.0,-52.0,-51.0,14.0
2022-07-23,-31.0,-27.0,-12.0,-42.0,-11.0,3.0
2022-07-24,-27.0,-30.0,0.0,-34.0,-12.0,5.0
2022-07-25,-36.0,-26.0,-15.0,-56.0,-57.0,16.0
2022-07-26,-28.0,-26.0,-7.0,-51.0,-51.0,14.0
2022-07-27,-36.0,-28.0,-12.0,-54.0,-51.0,14.0
2022-07-28,-33.0,-29.0,-15.0,-52.0,-51.0,14.0
2022-07-29,-34.0,-28.0,-21.0,-52.0,-52.0,14.0
2022-07-30,-28.0,-28.0,-14.0,-40.0,-11.0,4.0
2022-07-31,-23.0,-29.0,-5.0,-36.0,-9.0,3.0
2022-08-01,-31.0,-25.0,-13.0,-55.0,-57.0,15.0
2022-08-02,-31.0,-25.0,-3.0,-52.0,-51.0,14.0
2022-08-03,-31.0,-25.0,-12.0,-51.0,-51.0,13.0
2022-08-04,-31.0,-27.0,-9.0,-50.0,-50.0,13.0
2022-08-05,-36.0,-27.0,-8.0,-50.0,-53.0,13.0
2022-08-06,-32.0,-25.0,0.0,-36.0,-12.0,2.0
2022-08-07,-27.0,-27.0,9.0,-31.0,-11.0,2.0
2022-08-08,-34.0,-24.0,-5.0,-55.0,-57.0,15.0
2022-08-09,-34.0,-25.0,-3.0,-53.0,-51.0,13.0
2022-08-10,-35.0,-26.0,-8.0,-53.0,-51.0,13.0
2022-08-11,-34.0,-26.0,-9.0,-53.0,-50.0,13.0
2022-08-12,-34.0,-29.0,-14.0,-51.0,-52.0,13.0
2022-08-13,-26.0,-25.0,0.0,-37.0,-10.0,2.0
2022-08-14,-23.0,-26.0,4.0,-33.0,-10.0,3.0
2022-08-15,-33.0,-25.0,-13.0,-52.0,-56.0,16.0
2022-08-16,-31.0,-23.0,-5.0,-46.0,-50.0,15.0
2022-08-17,-33.0,-26.0,-17.0,-46.0,-51.0,15.0
2022-08-18,-32.0,-27.0,-12.0,-44.0,-49.0,15.0
2022-08-19,-35.0,-27.0,-21.0,-47.0,-51.0,15.0
2022-08-20,-29.0,-24.0,-5.0,-29.0,-11.0,4.0
2022-08-21,-27.0,-26.0,-3.0,-29.0,-10.0,4.0
2022-08-22,-34.0,-23.0,-13.0,-50.0,-56.0,16.0
2022-08-23,-31.0,-25.0,-11.0,-45.0,-50.0,14.0
2022-08-24,-35.0,-26.0,-20.0,-46.0,-50.0,14.0
2022-08-25,-34.0,-28.0,-18.0,-45.0,-49.0,14.0
2022-08-26,-35.0,-27.0,-25.0,-47.0,-50.0,15.0
2022-08-27,-31.0,-27.0,-10.0,-31.0,-11.0,4.0
2022-08-28,-28.0,-28.0,-4.0,-31.0,-10.0,4.0
2022-08-29,-33.0,-26.0,-20.0,-50.0,-55.0,14.0
2022-08-30,-32.0,-27.0,-14.0,-45.0,-49.0,12.0
2022-08-31,-34.0,-28.0,-21.0,-45.0,-50.0,12.0
2022-09-01,-35.0,-26.0,-21.0,-46.0,-49.0,12.0
2022-09-02,-34.0,-26.0,-24.0,-46.0,-52.0,12.0
2022-09-03,-25.0,-26.0,2.0,-27.0,-14.0,2.0
2022-09-04,-12.0,-27.0,27.0,-18.0,-13.0,0.0
2022-09-05,-28.0,-26.0,36.0,-62.0,-81.0,16.0
2022-09-06,-37.0,-22.0,-12.0,-46.0,-49.0,12.0
2022-09-07,-32.0,-23.0,-16.0,-44.0,-47.0,12.0
2022-09-08,-30.0,-24.0,-15.0,-41.0,-46.0,12.0
2022-09-09,-36.0,-26.0,-22.0,-44.0,-47.0,12.0
2022-09-10,-30.0,-25.0,-8.0,-30.0,-10.0,3.0
2022-09-11,-31.0,-28.0,-6.0,-29.0,-10.0,3.0
2022-09-12,-34.0,-26.0,-23.0,-48.0,-51.0,13.0
2022-09-13,-32.0,-26.0,-16.0,-43.0,-46.0,12.0
2022-09-14,-33.0,-27.0,-18.0,-43.0,-46.0,11.0
2022-09-15,-34.0,-27.0,-16.0,-44.0,-45.0,11.0
2022-09-16,-30.0,-28.0,-15.0,-43.0,-47.0,12.0
2022-09-17,-24.0,-24.0,-1.0,-27.0,-10.0,2.0
2022-09-18,-33.0,-35.0,-35.0,-38.0,-14.0,6.0
2022-09-19,-32.0,-23.0,-16.0,-49.0,-53.0,14.0
2022-09-20,-30.0,-25.0,-13.0,-44.0,-46.0,11.0
2022-09-21,-28.0,-27.0,-20.0,-45.0,-47.0,12.0
2022-09-22,-31.0,-26.0,-16.0,-43.0,-46.0,11.0
2022-09-23,-32.0,-27.0,-18.0,-42.0,-47.0,12.0
2022-09-24,-26.0,-25.0,-6.0,-24.0,-12.0,1.0
2022-09-25,-24.0,-26.0,-9.0,-22.0,-14.0,2.0
2022-09-26,-34.0,-25.0,-23.0,-49.0,-53.0,14.0
2022-09-27,-31.0,-25.0,-15.0,-44.0,-46.0,12.0
2022-09-28,-33.0,-27.0,-18.0,-44.0,-46.0,12.0
2022-09-29,-32.0,-27.0,-16.0,-43.0,-45.0,11.0
2022-09-30,-32.0,-27.0,-21.0,-42.0,-47.0,12.0
2022-10-01,-25.0,-24.0,-5.0,-25.0,-11.0,2.0
2022-10-02,-23.0,-26.0,-1.0,-21.0,-10.0,3.0
2022-10-03,-34.0,-23.0,-18.0,-48.0,-51.0,14.0
2022-10-04,-32.0,-25.0,-17.0,-45.0,-45.0,12.0
2022-10-05,-36.0,-26.0,-20.0,-45.0,-46.0,12.0
2022-10-06,-34.0,-28.0,-20.0,-45.0,-43.0,12.0
2022-10-07,-33.0,-27.0,-16.0,-44.0,-47.0,12.0
2022-10-08,-27.0,-24.0,4.0,-23.0,-11.0,2.0
2022-10-09,-25.0,-30.0,4.0,-22.0,-10.0,3.0
2022-10-10,-36.0,-28.0,-20.0,-56.0,-61.0,16.0
2022-10-11,-35.0,-27.0,-22.0,-46.0,-45.0,12.0
2022-10-12,-35.0,-28.0,-25.0,-46.0,-45.0,12.0
2022-10-13,-35.0,-27.0,-25.0,-46.0,-44.0,12.0
2022-10-14,-35.0,-28.0,-29.0,-45.0,-46.0,13.0
2022-10-15,-31.0,-26.0,-18.0,-31.0,-10.0,3.0
